section#,section,subsection,section_short,Question_ID2,question,model,cos_similarity
5.0,5. Test method exposure scheme and endpoints,5.3 Overview of analytical method(s) to assess test endpoint(s),5. Exposure & endpoints,36,"Define and describe the principle(s) of the analytical methods used. Provide here a general overview of the method’s key steps (e.g. cells are fixed or not, homogenized sample or not, etc.), sufficient for reviewers/regulators to understand what was done, but not in all detail for direct repetition. If you have two or more endpoints (e.g. viability and neurite outgrowth), do you measure both in the same well, under same conditions in parallel, or independently of each other? For imaging endpoints: Explain in general how quantification algorithm or how semi-quantitative estimates are obtained and how many cells are imaged (roughly).",gpt-4.1-nano,0.7632307025509935
5.0,5. Test method exposure scheme and endpoints,5.3 Overview of analytical method(s) to assess test endpoint(s),5. Exposure & endpoints,36,"Define and describe the principle(s) of the analytical methods used. Provide here a general overview of the method’s key steps (e.g. cells are fixed or not, homogenized sample or not, etc.), sufficient for reviewers/regulators to understand what was done, but not in all detail for direct repetition. If you have two or more endpoints (e.g. viability and neurite outgrowth), do you measure both in the same well, under same conditions in parallel, or independently of each other? For imaging endpoints: Explain in general how quantification algorithm or how semi-quantitative estimates are obtained and how many cells are imaged (roughly).",gpt-4o-mini,0.7253514793390485
5.0,5. Test method exposure scheme and endpoints,5.3 Overview of analytical method(s) to assess test endpoint(s),5. Exposure & endpoints,36,"Define and describe the principle(s) of the analytical methods used. Provide here a general overview of the method’s key steps (e.g. cells are fixed or not, homogenized sample or not, etc.), sufficient for reviewers/regulators to understand what was done, but not in all detail for direct repetition. If you have two or more endpoints (e.g. viability and neurite outgrowth), do you measure both in the same well, under same conditions in parallel, or independently of each other? For imaging endpoints: Explain in general how quantification algorithm or how semi-quantitative estimates are obtained and how many cells are imaged (roughly).",o3-mini,0.7487468742004151
5.0,5. Test method exposure scheme and endpoints,5.4 Technical details (of e.g. endpoint measurements),5. Exposure & endpoints,37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-4.1-nano,0.49963628966521556
5.0,5. Test method exposure scheme and endpoints,5.4 Technical details (of e.g. endpoint measurements),5. Exposure & endpoints,37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-4o-mini,0.5531868195764653
5.0,5. Test method exposure scheme and endpoints,5.4 Technical details (of e.g. endpoint measurements),5. Exposure & endpoints,37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-4o-mini_temp0,0.45543748242190923
5.0,5. Test method exposure scheme and endpoints,5.4 Technical details (of e.g. endpoint measurements),5. Exposure & endpoints,37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-5-mini,0.635938541486792
5.0,5. Test method exposure scheme and endpoints,5.4 Technical details (of e.g. endpoint measurements),5. Exposure & endpoints,37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-5-nano,0.5757421079403472
5.0,5. Test method exposure scheme and endpoints,5.4 Technical details (of e.g. endpoint measurements),5. Exposure & endpoints,37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-5.4-mini,0.6040708023088558
5.0,5. Test method exposure scheme and endpoints,5.4 Technical details (of e.g. endpoint measurements),5. Exposure & endpoints,37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-5.4-nano,0.5356203637585661
5.0,5. Test method exposure scheme and endpoints,5.4 Technical details (of e.g. endpoint measurements),5. Exposure & endpoints,37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",o3-mini,0.7077002761006915
5.0,5. Test method exposure scheme and endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),5. Exposure & endpoints,38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",gpt-4.1-nano,0.1979919557786067
5.0,5. Test method exposure scheme and endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),5. Exposure & endpoints,38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",gpt-4o-mini,0.44184814640373377
5.0,5. Test method exposure scheme and endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),5. Exposure & endpoints,38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",gpt-4o-mini_temp0,0.5287493762188991
5.0,5. Test method exposure scheme and endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),5. Exposure & endpoints,38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",gpt-5-mini,0.6046829193175322
5.0,5. Test method exposure scheme and endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),5. Exposure & endpoints,38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",gpt-5-nano,0.6148209012698109
5.0,5. Test method exposure scheme and endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),5. Exposure & endpoints,38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",gpt-5.4-mini,0.7256580644674167
5.0,5. Test method exposure scheme and endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),5. Exposure & endpoints,38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",gpt-5.4-nano,0.6202035406379608
5.0,5. Test method exposure scheme and endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),5. Exposure & endpoints,38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",o3-mini,0.741285177725415
5.0,5. Test method exposure scheme and endpoints,5.6 Positive controls,5. Exposure & endpoints,39,What chemicals/manipulations are used as positive controls? Describe the expected data on such controls (signal and its uncertainty)? How good are in vivo reference data on the positive controls? Are in vivo relevant threshold concentrations known?,gpt-4.1-nano,0.6921777950529373
5.0,5. Test method exposure scheme and endpoints,5.6 Positive controls,5. Exposure & endpoints,39,What chemicals/manipulations are used as positive controls? Describe the expected data on such controls (signal and its uncertainty)? How good are in vivo reference data on the positive controls? Are in vivo relevant threshold concentrations known?,gpt-4o-mini,0.5598586752195874
5.0,5. Test method exposure scheme and endpoints,5.6 Positive controls,5. Exposure & endpoints,39,What chemicals/manipulations are used as positive controls? Describe the expected data on such controls (signal and its uncertainty)? How good are in vivo reference data on the positive controls? Are in vivo relevant threshold concentrations known?,gpt-4o-mini_temp0,0.6506173074254489
5.0,5. Test method exposure scheme and endpoints,5.6 Positive controls,5. Exposure & endpoints,39,What chemicals/manipulations are used as positive controls? Describe the expected data on such controls (signal and its uncertainty)? How good are in vivo reference data on the positive controls? Are in vivo relevant threshold concentrations known?,gpt-5-mini,0.6103232829226675
5.0,5. Test method exposure scheme and endpoints,5.6 Positive controls,5. Exposure & endpoints,39,What chemicals/manipulations are used as positive controls? Describe the expected data on such controls (signal and its uncertainty)? How good are in vivo reference data on the positive controls? Are in vivo relevant threshold concentrations known?,gpt-5-nano,0.5902295263127781
5.0,5. Test method exposure scheme and endpoints,5.6 Positive controls,5. Exposure & endpoints,39,What chemicals/manipulations are used as positive controls? Describe the expected data on such controls (signal and its uncertainty)? How good are in vivo reference data on the positive controls? Are in vivo relevant threshold concentrations known?,gpt-5.4-mini,0.6672922543329664
5.0,5. Test method exposure scheme and endpoints,5.6 Positive controls,5. Exposure & endpoints,39,What chemicals/manipulations are used as positive controls? Describe the expected data on such controls (signal and its uncertainty)? How good are in vivo reference data on the positive controls? Are in vivo relevant threshold concentrations known?,gpt-5.4-nano,0.6373982414052067
5.0,5. Test method exposure scheme and endpoints,5.6 Positive controls,5. Exposure & endpoints,39,What chemicals/manipulations are used as positive controls? Describe the expected data on such controls (signal and its uncertainty)? How good are in vivo reference data on the positive controls? Are in vivo relevant threshold concentrations known?,o3-mini,0.6808525748364573
5.0,5. Test method exposure scheme and endpoints,5.7 Negative and unspecific controls,5. Exposure & endpoints,40,"What chemicals/manipulations are used as negative controls? Describe the expected data on such controls (signal and its uncertainty)? (Such data define the background noise of the test method) What is the rationale for the concentration setting of negative controls? Do you use unspecific controls? If yes, indicate the compounds and the respective rationale for their use and the concentration selection.",gpt-4.1-nano,0.7599228260733578
5.0,5. Test method exposure scheme and endpoints,5.7 Negative and unspecific controls,5. Exposure & endpoints,40,"What chemicals/manipulations are used as negative controls? Describe the expected data on such controls (signal and its uncertainty)? (Such data define the background noise of the test method) What is the rationale for the concentration setting of negative controls? Do you use unspecific controls? If yes, indicate the compounds and the respective rationale for their use and the concentration selection.",gpt-4o-mini,0.732517876912136
5.0,5. Test method exposure scheme and endpoints,5.7 Negative and unspecific controls,5. Exposure & endpoints,40,"What chemicals/manipulations are used as negative controls? Describe the expected data on such controls (signal and its uncertainty)? (Such data define the background noise of the test method) What is the rationale for the concentration setting of negative controls? Do you use unspecific controls? If yes, indicate the compounds and the respective rationale for their use and the concentration selection.",gpt-4o-mini_temp0,0.7399942351809076
5.0,5. Test method exposure scheme and endpoints,5.7 Negative and unspecific controls,5. Exposure & endpoints,40,"What chemicals/manipulations are used as negative controls? Describe the expected data on such controls (signal and its uncertainty)? (Such data define the background noise of the test method) What is the rationale for the concentration setting of negative controls? Do you use unspecific controls? If yes, indicate the compounds and the respective rationale for their use and the concentration selection.",gpt-5-mini,0.6490285216468095
5.0,5. Test method exposure scheme and endpoints,5.7 Negative and unspecific controls,5. Exposure & endpoints,40,"What chemicals/manipulations are used as negative controls? Describe the expected data on such controls (signal and its uncertainty)? (Such data define the background noise of the test method) What is the rationale for the concentration setting of negative controls? Do you use unspecific controls? If yes, indicate the compounds and the respective rationale for their use and the concentration selection.",gpt-5-nano,0.6455068275362479
5.0,5. Test method exposure scheme and endpoints,5.7 Negative and unspecific controls,5. Exposure & endpoints,40,"What chemicals/manipulations are used as negative controls? Describe the expected data on such controls (signal and its uncertainty)? (Such data define the background noise of the test method) What is the rationale for the concentration setting of negative controls? Do you use unspecific controls? If yes, indicate the compounds and the respective rationale for their use and the concentration selection.",gpt-5.4-mini,0.7595292580321344
5.0,5. Test method exposure scheme and endpoints,5.7 Negative and unspecific controls,5. Exposure & endpoints,40,"What chemicals/manipulations are used as negative controls? Describe the expected data on such controls (signal and its uncertainty)? (Such data define the background noise of the test method) What is the rationale for the concentration setting of negative controls? Do you use unspecific controls? If yes, indicate the compounds and the respective rationale for their use and the concentration selection.",gpt-5.4-nano,0.6629263748464042
5.0,5. Test method exposure scheme and endpoints,5.7 Negative and unspecific controls,5. Exposure & endpoints,40,"What chemicals/manipulations are used as negative controls? Describe the expected data on such controls (signal and its uncertainty)? (Such data define the background noise of the test method) What is the rationale for the concentration setting of negative controls? Do you use unspecific controls? If yes, indicate the compounds and the respective rationale for their use and the concentration selection.",o3-mini,0.7356747951625908
5.0,5. Test method exposure scheme and endpoints,5.8 Features relevant for cytotoxicity testing,5. Exposure & endpoints,41,"Does the test system have a particular apoptosis sensitivity or resistance? Is cytotoxicity hard to capture for minor cellular subpopulations? In multicellular systems, which cell population is the most sensitive? Are specific markers known for each cell population? Are there issues with distinguishing slowed proliferation from cell death? For repeated/prolonged dosing: Is early death and compensatory growth considered? For very short-term endpoints (e.g. electrophysiology measured 30 min after toxicant exposure): Is a delayed measure of cytotoxicity provided?",gpt-4.1-nano,0.08297686405390592
5.0,5. Test method exposure scheme and endpoints,5.8 Features relevant for cytotoxicity testing,5. Exposure & endpoints,41,"Does the test system have a particular apoptosis sensitivity or resistance? Is cytotoxicity hard to capture for minor cellular subpopulations? In multicellular systems, which cell population is the most sensitive? Are specific markers known for each cell population? Are there issues with distinguishing slowed proliferation from cell death? For repeated/prolonged dosing: Is early death and compensatory growth considered? For very short-term endpoints (e.g. electrophysiology measured 30 min after toxicant exposure): Is a delayed measure of cytotoxicity provided?",gpt-4o-mini,0.08309650771631805
5.0,5. Test method exposure scheme and endpoints,5.8 Features relevant for cytotoxicity testing,5. Exposure & endpoints,41,"Does the test system have a particular apoptosis sensitivity or resistance? Is cytotoxicity hard to capture for minor cellular subpopulations? In multicellular systems, which cell population is the most sensitive? Are specific markers known for each cell population? Are there issues with distinguishing slowed proliferation from cell death? For repeated/prolonged dosing: Is early death and compensatory growth considered? For very short-term endpoints (e.g. electrophysiology measured 30 min after toxicant exposure): Is a delayed measure of cytotoxicity provided?",gpt-4o-mini_temp0,0.08319863437793691
5.0,5. Test method exposure scheme and endpoints,5.8 Features relevant for cytotoxicity testing,5. Exposure & endpoints,41,"Does the test system have a particular apoptosis sensitivity or resistance? Is cytotoxicity hard to capture for minor cellular subpopulations? In multicellular systems, which cell population is the most sensitive? Are specific markers known for each cell population? Are there issues with distinguishing slowed proliferation from cell death? For repeated/prolonged dosing: Is early death and compensatory growth considered? For very short-term endpoints (e.g. electrophysiology measured 30 min after toxicant exposure): Is a delayed measure of cytotoxicity provided?",gpt-5-mini,0.5926261599984827
5.0,5. Test method exposure scheme and endpoints,5.8 Features relevant for cytotoxicity testing,5. Exposure & endpoints,41,"Does the test system have a particular apoptosis sensitivity or resistance? Is cytotoxicity hard to capture for minor cellular subpopulations? In multicellular systems, which cell population is the most sensitive? Are specific markers known for each cell population? Are there issues with distinguishing slowed proliferation from cell death? For repeated/prolonged dosing: Is early death and compensatory growth considered? For very short-term endpoints (e.g. electrophysiology measured 30 min after toxicant exposure): Is a delayed measure of cytotoxicity provided?",gpt-5-nano,0.5772631586464453
5.0,5. Test method exposure scheme and endpoints,5.8 Features relevant for cytotoxicity testing,5. Exposure & endpoints,41,"Does the test system have a particular apoptosis sensitivity or resistance? Is cytotoxicity hard to capture for minor cellular subpopulations? In multicellular systems, which cell population is the most sensitive? Are specific markers known for each cell population? Are there issues with distinguishing slowed proliferation from cell death? For repeated/prolonged dosing: Is early death and compensatory growth considered? For very short-term endpoints (e.g. electrophysiology measured 30 min after toxicant exposure): Is a delayed measure of cytotoxicity provided?",gpt-5.4-mini,0.2854102105592037
5.0,5. Test method exposure scheme and endpoints,5.8 Features relevant for cytotoxicity testing,5. Exposure & endpoints,41,"Does the test system have a particular apoptosis sensitivity or resistance? Is cytotoxicity hard to capture for minor cellular subpopulations? In multicellular systems, which cell population is the most sensitive? Are specific markers known for each cell population? Are there issues with distinguishing slowed proliferation from cell death? For repeated/prolonged dosing: Is early death and compensatory growth considered? For very short-term endpoints (e.g. electrophysiology measured 30 min after toxicant exposure): Is a delayed measure of cytotoxicity provided?",gpt-5.4-nano,0.12098417140865711
5.0,5. Test method exposure scheme and endpoints,5.8 Features relevant for cytotoxicity testing,5. Exposure & endpoints,41,"Does the test system have a particular apoptosis sensitivity or resistance? Is cytotoxicity hard to capture for minor cellular subpopulations? In multicellular systems, which cell population is the most sensitive? Are specific markers known for each cell population? Are there issues with distinguishing slowed proliferation from cell death? For repeated/prolonged dosing: Is early death and compensatory growth considered? For very short-term endpoints (e.g. electrophysiology measured 30 min after toxicant exposure): Is a delayed measure of cytotoxicity provided?",o3-mini,0.5731629324952183
5.0,5. Test method exposure scheme and endpoints,5.9 Acceptance criteria for the test method,5. Exposure & endpoints,42,Which rule do you apply to test whether a test run is within the normal performance frame? How do you document this decision? Indicate actions if the AC are not met.,gpt-4.1-nano,0.5627271866182704
5.0,5. Test method exposure scheme and endpoints,5.9 Acceptance criteria for the test method,5. Exposure & endpoints,42,Which rule do you apply to test whether a test run is within the normal performance frame? How do you document this decision? Indicate actions if the AC are not met.,gpt-4o-mini,0.499863830812056
5.0,5. Test method exposure scheme and endpoints,5.9 Acceptance criteria for the test method,5. Exposure & endpoints,42,Which rule do you apply to test whether a test run is within the normal performance frame? How do you document this decision? Indicate actions if the AC are not met.,gpt-4o-mini_temp0,0.47403268548129573
5.0,5. Test method exposure scheme and endpoints,5.9 Acceptance criteria for the test method,5. Exposure & endpoints,42,Which rule do you apply to test whether a test run is within the normal performance frame? How do you document this decision? Indicate actions if the AC are not met.,gpt-5-mini,0.6665596093037908
5.0,5. Test method exposure scheme and endpoints,5.9 Acceptance criteria for the test method,5. Exposure & endpoints,42,Which rule do you apply to test whether a test run is within the normal performance frame? How do you document this decision? Indicate actions if the AC are not met.,gpt-5-nano,0.6313106716172231
5.0,5. Test method exposure scheme and endpoints,5.9 Acceptance criteria for the test method,5. Exposure & endpoints,42,Which rule do you apply to test whether a test run is within the normal performance frame? How do you document this decision? Indicate actions if the AC are not met.,gpt-5.4-mini,0.724200933406983
5.0,5. Test method exposure scheme and endpoints,5.9 Acceptance criteria for the test method,5. Exposure & endpoints,42,Which rule do you apply to test whether a test run is within the normal performance frame? How do you document this decision? Indicate actions if the AC are not met.,gpt-5.4-nano,0.46572062105118267
5.0,5. Test method exposure scheme and endpoints,5.9 Acceptance criteria for the test method,5. Exposure & endpoints,42,Which rule do you apply to test whether a test run is within the normal performance frame? How do you document this decision? Indicate actions if the AC are not met.,o3-mini,0.7144950727549126
6.0,6. Handling details of the test method,6.1 Preparation/addition of test compounds,6. Test method handling,44,"Give an overview of the range of volumes, particular lab ware/instruments for dispensing, temperature/lighting considerations, particular media/buffers for dilution, decision rules for the solvent, tests of solubility as stocks and in culture medium, etc. How are compound stocks prepared (fold concentration, verification, storage, etc.)? How are dilutions prepared? What solvent is used? Is filtering used to obtain sterility? How does the final addition to the test system take place? Give details of addition of test compounds to test systems (e.g. in which compartment of compartmentalized cultures, in which volume, before after or during medium change, etc.).",gpt-4.1-nano,0.16669675311357698
6.0,6. Handling details of the test method,6.1 Preparation/addition of test compounds,6. Test method handling,44,"Give an overview of the range of volumes, particular lab ware/instruments for dispensing, temperature/lighting considerations, particular media/buffers for dilution, decision rules for the solvent, tests of solubility as stocks and in culture medium, etc. How are compound stocks prepared (fold concentration, verification, storage, etc.)? How are dilutions prepared? What solvent is used? Is filtering used to obtain sterility? How does the final addition to the test system take place? Give details of addition of test compounds to test systems (e.g. in which compartment of compartmentalized cultures, in which volume, before after or during medium change, etc.).",gpt-4o-mini,0.16644659533005884
6.0,6. Handling details of the test method,6.1 Preparation/addition of test compounds,6. Test method handling,44,"Give an overview of the range of volumes, particular lab ware/instruments for dispensing, temperature/lighting considerations, particular media/buffers for dilution, decision rules for the solvent, tests of solubility as stocks and in culture medium, etc. How are compound stocks prepared (fold concentration, verification, storage, etc.)? How are dilutions prepared? What solvent is used? Is filtering used to obtain sterility? How does the final addition to the test system take place? Give details of addition of test compounds to test systems (e.g. in which compartment of compartmentalized cultures, in which volume, before after or during medium change, etc.).",gpt-4o-mini_temp0,0.16666932101564638
6.0,6. Handling details of the test method,6.1 Preparation/addition of test compounds,6. Test method handling,44,"Give an overview of the range of volumes, particular lab ware/instruments for dispensing, temperature/lighting considerations, particular media/buffers for dilution, decision rules for the solvent, tests of solubility as stocks and in culture medium, etc. How are compound stocks prepared (fold concentration, verification, storage, etc.)? How are dilutions prepared? What solvent is used? Is filtering used to obtain sterility? How does the final addition to the test system take place? Give details of addition of test compounds to test systems (e.g. in which compartment of compartmentalized cultures, in which volume, before after or during medium change, etc.).",gpt-5-mini,0.7203662730066583
6.0,6. Handling details of the test method,6.1 Preparation/addition of test compounds,6. Test method handling,44,"Give an overview of the range of volumes, particular lab ware/instruments for dispensing, temperature/lighting considerations, particular media/buffers for dilution, decision rules for the solvent, tests of solubility as stocks and in culture medium, etc. How are compound stocks prepared (fold concentration, verification, storage, etc.)? How are dilutions prepared? What solvent is used? Is filtering used to obtain sterility? How does the final addition to the test system take place? Give details of addition of test compounds to test systems (e.g. in which compartment of compartmentalized cultures, in which volume, before after or during medium change, etc.).",gpt-5-nano,0.6426281171740542
6.0,6. Handling details of the test method,6.1 Preparation/addition of test compounds,6. Test method handling,44,"Give an overview of the range of volumes, particular lab ware/instruments for dispensing, temperature/lighting considerations, particular media/buffers for dilution, decision rules for the solvent, tests of solubility as stocks and in culture medium, etc. How are compound stocks prepared (fold concentration, verification, storage, etc.)? How are dilutions prepared? What solvent is used? Is filtering used to obtain sterility? How does the final addition to the test system take place? Give details of addition of test compounds to test systems (e.g. in which compartment of compartmentalized cultures, in which volume, before after or during medium change, etc.).",gpt-5.4-mini,0.7877387284149959
6.0,6. Handling details of the test method,6.1 Preparation/addition of test compounds,6. Test method handling,44,"Give an overview of the range of volumes, particular lab ware/instruments for dispensing, temperature/lighting considerations, particular media/buffers for dilution, decision rules for the solvent, tests of solubility as stocks and in culture medium, etc. How are compound stocks prepared (fold concentration, verification, storage, etc.)? How are dilutions prepared? What solvent is used? Is filtering used to obtain sterility? How does the final addition to the test system take place? Give details of addition of test compounds to test systems (e.g. in which compartment of compartmentalized cultures, in which volume, before after or during medium change, etc.).",gpt-5.4-nano,0.35982319964145937
6.0,6. Handling details of the test method,6.1 Preparation/addition of test compounds,6. Test method handling,44,"Give an overview of the range of volumes, particular lab ware/instruments for dispensing, temperature/lighting considerations, particular media/buffers for dilution, decision rules for the solvent, tests of solubility as stocks and in culture medium, etc. How are compound stocks prepared (fold concentration, verification, storage, etc.)? How are dilutions prepared? What solvent is used? Is filtering used to obtain sterility? How does the final addition to the test system take place? Give details of addition of test compounds to test systems (e.g. in which compartment of compartmentalized cultures, in which volume, before after or during medium change, etc.).",o3-mini,0.8317074655610367
6.0,6. Handling details of the test method,6.2 Day-to-day documentation of test execution,6. Test method handling,45,"How are day-to-day procedures documented (type of ‘lab book’ organisation, templates)? Define lab-specific procedures used for each practical experiment on how to calculate test compound concentrations (and to document this). How are plate maps defined and reported? Detailed information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-4.1-nano,0.38230803864876883
6.0,6. Handling details of the test method,6.2 Day-to-day documentation of test execution,6. Test method handling,45,"How are day-to-day procedures documented (type of ‘lab book’ organisation, templates)? Define lab-specific procedures used for each practical experiment on how to calculate test compound concentrations (and to document this). How are plate maps defined and reported? Detailed information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-4o-mini,0.49433094505508895
6.0,6. Handling details of the test method,6.2 Day-to-day documentation of test execution,6. Test method handling,45,"How are day-to-day procedures documented (type of ‘lab book’ organisation, templates)? Define lab-specific procedures used for each practical experiment on how to calculate test compound concentrations (and to document this). How are plate maps defined and reported? Detailed information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",o3-mini,0.7164143816847964
6.0,6. Handling details of the test method,6.3 Practical phase of test compound exposure,6. Test method handling,46,"How is the time plan of pipetting established, followed, and documented? How is adherence to plate maps during pipetting documented? What are the routine procedures to document intermediate steps with potential errors, mistakes and uncertainties? How are errors documented (e.g. pipetting twice in one well)? How are the plate wells used sequentially – following which pattern? Detailed information should also be included in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-4.1-nano,0.3343197827060718
6.0,6. Handling details of the test method,6.3 Practical phase of test compound exposure,6. Test method handling,46,"How is the time plan of pipetting established, followed, and documented? How is adherence to plate maps during pipetting documented? What are the routine procedures to document intermediate steps with potential errors, mistakes and uncertainties? How are errors documented (e.g. pipetting twice in one well)? How are the plate wells used sequentially – following which pattern? Detailed information should also be included in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-4o-mini,0.32433047124004527
6.0,6. Handling details of the test method,6.3 Practical phase of test compound exposure,6. Test method handling,46,"How is the time plan of pipetting established, followed, and documented? How is adherence to plate maps during pipetting documented? What are the routine procedures to document intermediate steps with potential errors, mistakes and uncertainties? How are errors documented (e.g. pipetting twice in one well)? How are the plate wells used sequentially – following which pattern? Detailed information should also be included in an SOP, preferably in DB-ALM format (see link in 6.6).",o3-mini,0.7542756307746148
6.0,6. Handling details of the test method,6.4 Concentration settings,6. Test method handling,47,"How is the concentration range of test compounds defined (e.g. only single concentrations, always 1:10 serial dilutions or variable dilution factors, ten different concentrations, etc.)? Is there a rule for defining starting dilutions? For functional endpoints that may not provide full concentration-response, how is the test concentration defined? E.g. EC10 of viability data are usually tested for gene expression endpoints. Detailed information should also be included in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-4.1-nano,0.5038534587477267
6.0,6. Handling details of the test method,6.4 Concentration settings,6. Test method handling,47,"How is the concentration range of test compounds defined (e.g. only single concentrations, always 1:10 serial dilutions or variable dilution factors, ten different concentrations, etc.)? Is there a rule for defining starting dilutions? For functional endpoints that may not provide full concentration-response, how is the test concentration defined? E.g. EC10 of viability data are usually tested for gene expression endpoints. Detailed information should also be included in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-4o-mini,0.5552911518036876
6.0,6. Handling details of the test method,6.4 Concentration settings,6. Test method handling,47,"How is the concentration range of test compounds defined (e.g. only single concentrations, always 1:10 serial dilutions or variable dilution factors, ten different concentrations, etc.)? Is there a rule for defining starting dilutions? For functional endpoints that may not provide full concentration-response, how is the test concentration defined? E.g. EC10 of viability data are usually tested for gene expression endpoints. Detailed information should also be included in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-4o-mini_temp0,0.5274918828951057
6.0,6. Handling details of the test method,6.4 Concentration settings,6. Test method handling,47,"How is the concentration range of test compounds defined (e.g. only single concentrations, always 1:10 serial dilutions or variable dilution factors, ten different concentrations, etc.)? Is there a rule for defining starting dilutions? For functional endpoints that may not provide full concentration-response, how is the test concentration defined? E.g. EC10 of viability data are usually tested for gene expression endpoints. Detailed information should also be included in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-5-mini,0.5994956998468285
