,section,section_short,subsection,qID,question,doc_type,model,colour,mean_answer_given,std_answer_given
2761,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.4 Technical details (of e.g. endpoint measurements),37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",sop,gpt-5-mini,orange,0.0,0.0
2762,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.4 Technical details (of e.g. endpoint measurements),37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",sop,gpt-5-nano,orange,0.5,0.5773502691896257
2763,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.4 Technical details (of e.g. endpoint measurements),37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",sop,gpt-5.4-mini,orange,0.75,0.5
2764,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.4 Technical details (of e.g. endpoint measurements),37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",sop,gpt-5.4-nano,orange,0.0,0.0
2765,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.4 Technical details (of e.g. endpoint measurements),37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",sop,o3-mini,orange,0.5,0.5773502691896257
2766,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.4 Technical details (of e.g. endpoint measurements),37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",toxtemp,gpt-4o-mini_temp0,orange,0.0,
2767,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.4 Technical details (of e.g. endpoint measurements),37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",toxtemp,gpt-5-mini,orange,0.0,
2768,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.4 Technical details (of e.g. endpoint measurements),37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",toxtemp,gpt-5-nano,orange,0.0,
2769,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.4 Technical details (of e.g. endpoint measurements),37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",toxtemp,gpt-5.4-mini,orange,0.0,
2770,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.4 Technical details (of e.g. endpoint measurements),37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",toxtemp,gpt-5.4-nano,orange,0.0,
2771,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.4 Technical details (of e.g. endpoint measurements),37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",toxtemp,o3-mini,orange,0.0,
2772,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",abstract,gpt-4o-mini_temp0,yellow,0.0,0.0
2773,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",abstract,gpt-5-mini,yellow,0.0,0.0
2774,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",abstract,gpt-5-nano,yellow,0.0,0.0
2775,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",abstract,gpt-5.4-mini,yellow,0.16666666666666666,0.408248290463863
2776,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",abstract,gpt-5.4-nano,yellow,0.0,0.0
2777,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",abstract,o3-mini,yellow,0.0,0.0
2778,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",article,gpt-4o-mini_temp0,yellow,0.0,0.0
2779,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",article,gpt-5-mini,yellow,0.42857142857142855,0.5135525910130955
2780,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",article,gpt-5-nano,yellow,0.7857142857142857,0.42581531362632
2781,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",article,gpt-5.4-mini,yellow,0.35714285714285715,0.4972451580988469
2782,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",article,gpt-5.4-nano,yellow,0.07142857142857142,0.26726124191242434
2783,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",article,o3-mini,yellow,0.7142857142857143,0.4688072309384954
2784,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",combined,gpt-4o-mini_temp0,yellow,0.125,0.3535533905932738
2785,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",combined,gpt-5-mini,yellow,0.75,0.4629100498862757
2786,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",combined,gpt-5-nano,yellow,0.875,0.3535533905932738
2787,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",combined,gpt-5.4-mini,yellow,0.75,0.4629100498862757
2788,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",combined,gpt-5.4-nano,yellow,0.0,0.0
2789,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",combined,o3-mini,yellow,0.875,0.3535533905932738
2790,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",description,gpt-4o-mini_temp0,yellow,0.0,0.0
2791,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",description,gpt-5-mini,yellow,0.0,0.0
2792,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",description,gpt-5-nano,yellow,0.0,0.0
2793,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",description,gpt-5.4-mini,yellow,0.0,0.0
2794,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",description,gpt-5.4-nano,yellow,0.0,0.0
2795,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",description,o3-mini,yellow,0.0,0.0
2796,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",dmp,gpt-4o-mini_temp0,yellow,0.0,0.0
2797,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",dmp,gpt-5-mini,yellow,0.0,0.0
2798,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",dmp,gpt-5-nano,yellow,0.0,0.0
2799,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",dmp,gpt-5.4-mini,yellow,0.3333333333333333,0.5773502691896258
2800,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",dmp,gpt-5.4-nano,yellow,0.0,0.0
2801,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",dmp,o3-mini,yellow,0.0,0.0
2802,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",meta_data,gpt-4o-mini_temp0,yellow,0.0,0.0
2803,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",meta_data,gpt-5-mini,yellow,0.0,0.0
2804,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",meta_data,gpt-5-nano,yellow,0.4,0.5477225575051661
2805,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",meta_data,gpt-5.4-mini,yellow,0.2,0.4472135954999579
2806,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",meta_data,gpt-5.4-nano,yellow,0.0,0.0
2807,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",meta_data,o3-mini,yellow,1.0,0.0
2808,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",processed_data,gpt-4o-mini_temp0,yellow,0.0,0.0
2809,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",processed_data,gpt-5-mini,yellow,0.6666666666666666,0.5773502691896258
2810,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",processed_data,gpt-5-nano,yellow,1.0,0.0
2811,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",processed_data,gpt-5.4-mini,yellow,0.6666666666666666,0.5773502691896258
2812,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",processed_data,gpt-5.4-nano,yellow,0.0,0.0
2813,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",processed_data,o3-mini,yellow,1.0,0.0
2814,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",protocol,gpt-4o-mini_temp0,yellow,0.0,0.0
2815,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",protocol,gpt-5-mini,yellow,0.0,0.0
2816,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",protocol,gpt-5-nano,yellow,0.15,0.36634754853252327
2817,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",protocol,gpt-5.4-mini,yellow,0.15,0.36634754853252327
2818,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",protocol,gpt-5.4-nano,yellow,0.0,0.0
2819,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",protocol,o3-mini,yellow,0.2,0.41039134083406176
