Unnamed: 0,section,section_short,subsection,qID,question,model,colour,doc_type
199,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.1 Exposure scheme for toxicity testing,34,"Provide an exposure scheme (graphically, show timelines, addition of medium supplements and compounds, sampling, etc.), within the context of the overall cell culture scheme (e.g. freshly re-plated cells or confluent cells at start, certain coatings, etc.). Include medium changes, cell re-plating, whether compounds are re-added in cases of medium change, critical medium supplements, etc.",gpt-5.4-mini,green,"article, combined, processed_data, protocol, sop, toxtemp"
200,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.1 Exposure scheme for toxicity testing,34,"Provide an exposure scheme (graphically, show timelines, addition of medium supplements and compounds, sampling, etc.), within the context of the overall cell culture scheme (e.g. freshly re-plated cells or confluent cells at start, certain coatings, etc.). Include medium changes, cell re-plating, whether compounds are re-added in cases of medium change, critical medium supplements, etc.",gpt-5.4-nano,green,"article, combined, protocol"
201,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.1 Exposure scheme for toxicity testing,34,"Provide an exposure scheme (graphically, show timelines, addition of medium supplements and compounds, sampling, etc.), within the context of the overall cell culture scheme (e.g. freshly re-plated cells or confluent cells at start, certain coatings, etc.). Include medium changes, cell re-plating, whether compounds are re-added in cases of medium change, critical medium supplements, etc.",o3-mini,green,"abstract, article, combined, protocol, readme, sop, toxtemp"
202,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.10 Throughput estimate,43,"Indicate 'real data points per month' (not per week/per quarter, etc.): count three working weeks per month. Each concentration is a data point. Necessary controls that are required for calibration and for acceptability criteria are NOT counted as data points. All technical replicates of one condition are counted as one single data point (see notes for explanation) Indicate possibility/extent of repeated measures (over time) from same dish. Explain your estimate.",gpt-4o-mini_temp0,red,combined
203,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.10 Throughput estimate,43,"Indicate 'real data points per month' (not per week/per quarter, etc.): count three working weeks per month. Each concentration is a data point. Necessary controls that are required for calibration and for acceptability criteria are NOT counted as data points. All technical replicates of one condition are counted as one single data point (see notes for explanation) Indicate possibility/extent of repeated measures (over time) from same dish. Explain your estimate.",gpt-5-mini,red,"article, combined, processed_data, protocol, sop"
204,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.10 Throughput estimate,43,"Indicate 'real data points per month' (not per week/per quarter, etc.): count three working weeks per month. Each concentration is a data point. Necessary controls that are required for calibration and for acceptability criteria are NOT counted as data points. All technical replicates of one condition are counted as one single data point (see notes for explanation) Indicate possibility/extent of repeated measures (over time) from same dish. Explain your estimate.",gpt-5-nano,red,"article, combined, meta_data, protocol, readme, sop"
205,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.10 Throughput estimate,43,"Indicate 'real data points per month' (not per week/per quarter, etc.): count three working weeks per month. Each concentration is a data point. Necessary controls that are required for calibration and for acceptability criteria are NOT counted as data points. All technical replicates of one condition are counted as one single data point (see notes for explanation) Indicate possibility/extent of repeated measures (over time) from same dish. Explain your estimate.",gpt-5.4-mini,red,"abstract, article, combined, meta_data, protocol, readme, sop, toxtemp"
206,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.10 Throughput estimate,43,"Indicate 'real data points per month' (not per week/per quarter, etc.): count three working weeks per month. Each concentration is a data point. Necessary controls that are required for calibration and for acceptability criteria are NOT counted as data points. All technical replicates of one condition are counted as one single data point (see notes for explanation) Indicate possibility/extent of repeated measures (over time) from same dish. Explain your estimate.",o3-mini,red,"abstract, article, combined, description, dmp, meta_data, processed_data, protocol, readme, sop"
207,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.2 Endpoint(s) of the test method,35,"Define the specific endpoint(s) of the test system that you use for toxicity testing (e.g. cytotoxicity, cell migration, etc.). Indicate whether cytotoxicity is the primary endpoint. What are secondary/further endpoints? Also describe here potential reference/normalization endpoints (e.g. cytotoxicity, protein content, housekeeping gene expression) that are used for normalization of the primary endpoint.",gpt-4o-mini_temp0,green,"abstract, article, combined, meta_data, processed_data, protocol, readme, sop, toxtemp"
208,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.2 Endpoint(s) of the test method,35,"Define the specific endpoint(s) of the test system that you use for toxicity testing (e.g. cytotoxicity, cell migration, etc.). Indicate whether cytotoxicity is the primary endpoint. What are secondary/further endpoints? Also describe here potential reference/normalization endpoints (e.g. cytotoxicity, protein content, housekeeping gene expression) that are used for normalization of the primary endpoint.",gpt-5-mini,green,"article, combined, protocol, sop, toxtemp"
209,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.2 Endpoint(s) of the test method,35,"Define the specific endpoint(s) of the test system that you use for toxicity testing (e.g. cytotoxicity, cell migration, etc.). Indicate whether cytotoxicity is the primary endpoint. What are secondary/further endpoints? Also describe here potential reference/normalization endpoints (e.g. cytotoxicity, protein content, housekeeping gene expression) that are used for normalization of the primary endpoint.",gpt-5-nano,green,"abstract, article, combined, description, dmp, meta_data, processed_data, protocol, readme, sop"
210,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.2 Endpoint(s) of the test method,35,"Define the specific endpoint(s) of the test system that you use for toxicity testing (e.g. cytotoxicity, cell migration, etc.). Indicate whether cytotoxicity is the primary endpoint. What are secondary/further endpoints? Also describe here potential reference/normalization endpoints (e.g. cytotoxicity, protein content, housekeeping gene expression) that are used for normalization of the primary endpoint.",gpt-5.4-mini,green,"abstract, article, combined, description, dmp, meta_data, processed_data, protocol, readme, sop, toxtemp"
211,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.2 Endpoint(s) of the test method,35,"Define the specific endpoint(s) of the test system that you use for toxicity testing (e.g. cytotoxicity, cell migration, etc.). Indicate whether cytotoxicity is the primary endpoint. What are secondary/further endpoints? Also describe here potential reference/normalization endpoints (e.g. cytotoxicity, protein content, housekeeping gene expression) that are used for normalization of the primary endpoint.",gpt-5.4-nano,green,"article, combined, description, dmp, meta_data, protocol, toxtemp"
212,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.2 Endpoint(s) of the test method,35,"Define the specific endpoint(s) of the test system that you use for toxicity testing (e.g. cytotoxicity, cell migration, etc.). Indicate whether cytotoxicity is the primary endpoint. What are secondary/further endpoints? Also describe here potential reference/normalization endpoints (e.g. cytotoxicity, protein content, housekeeping gene expression) that are used for normalization of the primary endpoint.",o3-mini,green,"abstract, article, combined, description, dmp, meta_data, processed_data, protocol, readme, sop, toxtemp"
213,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.4 Technical details (of e.g. endpoint measurements),37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-5-mini,orange,combined
214,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.4 Technical details (of e.g. endpoint measurements),37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-5-nano,orange,"article, combined, meta_data, processed_data, protocol, sop"
215,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.4 Technical details (of e.g. endpoint measurements),37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-5.4-mini,orange,"abstract, article, combined, processed_data, protocol, sop"
216,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.4 Technical details (of e.g. endpoint measurements),37,"Provide information on machine settings, analytical standards, data processing and normalization procedures. For imaging endpoints: provide detailed algorithm. This information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",o3-mini,orange,"article, combined, protocol, sop"
217,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",gpt-4o-mini_temp0,yellow,combined
218,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",gpt-5-mini,yellow,"article, combined, processed_data"
219,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",gpt-5-nano,yellow,"article, combined, meta_data, processed_data, protocol, sop"
220,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",gpt-5.4-mini,yellow,"abstract, article, combined, dmp, meta_data, processed_data, protocol, sop, toxtemp"
221,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",gpt-5.4-nano,yellow,article
222,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),38,"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",o3-mini,yellow,"article, combined, meta_data, processed_data, protocol, sop, toxtemp"
223,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.6 Positive controls,39,What chemicals/manipulations are used as positive controls? Describe the expected data on such controls (signal and its uncertainty)? How good are in vivo reference data on the positive controls? Are in vivo relevant threshold concentrations known?,gpt-4o-mini_temp0,green,"combined, protocol, toxtemp"
224,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.6 Positive controls,39,What chemicals/manipulations are used as positive controls? Describe the expected data on such controls (signal and its uncertainty)? How good are in vivo reference data on the positive controls? Are in vivo relevant threshold concentrations known?,gpt-5-mini,green,"article, combined"
225,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.6 Positive controls,39,What chemicals/manipulations are used as positive controls? Describe the expected data on such controls (signal and its uncertainty)? How good are in vivo reference data on the positive controls? Are in vivo relevant threshold concentrations known?,gpt-5-nano,green,"article, combined, meta_data, protocol, toxtemp"
226,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.6 Positive controls,39,What chemicals/manipulations are used as positive controls? Describe the expected data on such controls (signal and its uncertainty)? How good are in vivo reference data on the positive controls? Are in vivo relevant threshold concentrations known?,gpt-5.4-mini,green,"article, combined, processed_data, protocol, toxtemp"
227,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.6 Positive controls,39,What chemicals/manipulations are used as positive controls? Describe the expected data on such controls (signal and its uncertainty)? How good are in vivo reference data on the positive controls? Are in vivo relevant threshold concentrations known?,o3-mini,green,"article, combined, meta_data, processed_data, protocol, sop, toxtemp"
228,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.7 Negative and unspecific controls,40,"What chemicals/manipulations are used as negative controls? Describe the expected data on such controls (signal and its uncertainty)? (Such data define the background noise of the test method) What is the rationale for the concentration setting of negative controls? Do you use unspecific controls? If yes, indicate the compounds and the respective rationale for their use and the concentration selection.",gpt-4o-mini_temp0,green,"article, combined, processed_data, protocol, sop, toxtemp"
229,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.7 Negative and unspecific controls,40,"What chemicals/manipulations are used as negative controls? Describe the expected data on such controls (signal and its uncertainty)? (Such data define the background noise of the test method) What is the rationale for the concentration setting of negative controls? Do you use unspecific controls? If yes, indicate the compounds and the respective rationale for their use and the concentration selection.",gpt-5-mini,green,"article, combined, protocol, toxtemp"
230,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.7 Negative and unspecific controls,40,"What chemicals/manipulations are used as negative controls? Describe the expected data on such controls (signal and its uncertainty)? (Such data define the background noise of the test method) What is the rationale for the concentration setting of negative controls? Do you use unspecific controls? If yes, indicate the compounds and the respective rationale for their use and the concentration selection.",gpt-5-nano,green,"article, combined, meta_data, processed_data, protocol, sop, toxtemp"
231,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.7 Negative and unspecific controls,40,"What chemicals/manipulations are used as negative controls? Describe the expected data on such controls (signal and its uncertainty)? (Such data define the background noise of the test method) What is the rationale for the concentration setting of negative controls? Do you use unspecific controls? If yes, indicate the compounds and the respective rationale for their use and the concentration selection.",gpt-5.4-mini,green,"article, combined, protocol, sop, toxtemp"
232,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.7 Negative and unspecific controls,40,"What chemicals/manipulations are used as negative controls? Describe the expected data on such controls (signal and its uncertainty)? (Such data define the background noise of the test method) What is the rationale for the concentration setting of negative controls? Do you use unspecific controls? If yes, indicate the compounds and the respective rationale for their use and the concentration selection.",gpt-5.4-nano,green,"combined, toxtemp"
233,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.7 Negative and unspecific controls,40,"What chemicals/manipulations are used as negative controls? Describe the expected data on such controls (signal and its uncertainty)? (Such data define the background noise of the test method) What is the rationale for the concentration setting of negative controls? Do you use unspecific controls? If yes, indicate the compounds and the respective rationale for their use and the concentration selection.",o3-mini,green,"article, combined, meta_data, processed_data, protocol, sop, toxtemp"
234,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.8 Features relevant for cytotoxicity testing,41,"Does the test system have a particular apoptosis sensitivity or resistance? Is cytotoxicity hard to capture for minor cellular subpopulations? In multicellular systems, which cell population is the most sensitive? Are specific markers known for each cell population? Are there issues with distinguishing slowed proliferation from cell death? For repeated/prolonged dosing: Is early death and compensatory growth considered? For very short-term endpoints (e.g. electrophysiology measured 30 min after toxicant exposure): Is a delayed measure of cytotoxicity provided?",gpt-4o-mini_temp0,green,"combined, toxtemp"
235,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.8 Features relevant for cytotoxicity testing,41,"Does the test system have a particular apoptosis sensitivity or resistance? Is cytotoxicity hard to capture for minor cellular subpopulations? In multicellular systems, which cell population is the most sensitive? Are specific markers known for each cell population? Are there issues with distinguishing slowed proliferation from cell death? For repeated/prolonged dosing: Is early death and compensatory growth considered? For very short-term endpoints (e.g. electrophysiology measured 30 min after toxicant exposure): Is a delayed measure of cytotoxicity provided?",gpt-5-nano,green,"abstract, article, combined, description, meta_data, protocol, sop, toxtemp"
236,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.8 Features relevant for cytotoxicity testing,41,"Does the test system have a particular apoptosis sensitivity or resistance? Is cytotoxicity hard to capture for minor cellular subpopulations? In multicellular systems, which cell population is the most sensitive? Are specific markers known for each cell population? Are there issues with distinguishing slowed proliferation from cell death? For repeated/prolonged dosing: Is early death and compensatory growth considered? For very short-term endpoints (e.g. electrophysiology measured 30 min after toxicant exposure): Is a delayed measure of cytotoxicity provided?",o3-mini,green,"abstract, article, combined, meta_data, processed_data, protocol, sop"
237,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.9 Acceptance criteria for the test method,42,Which rule do you apply to test whether a test run is within the normal performance frame? How do you document this decision? Indicate actions if the AC are not met.,gpt-4o-mini_temp0,yellow,"combined, toxtemp"
238,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.9 Acceptance criteria for the test method,42,Which rule do you apply to test whether a test run is within the normal performance frame? How do you document this decision? Indicate actions if the AC are not met.,gpt-5-mini,yellow,"combined, protocol"
239,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.9 Acceptance criteria for the test method,42,Which rule do you apply to test whether a test run is within the normal performance frame? How do you document this decision? Indicate actions if the AC are not met.,gpt-5-nano,yellow,"article, combined, protocol, sop"
240,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.9 Acceptance criteria for the test method,42,Which rule do you apply to test whether a test run is within the normal performance frame? How do you document this decision? Indicate actions if the AC are not met.,gpt-5.4-mini,yellow,"article, combined, protocol"
241,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.9 Acceptance criteria for the test method,42,Which rule do you apply to test whether a test run is within the normal performance frame? How do you document this decision? Indicate actions if the AC are not met.,gpt-5.4-nano,yellow,protocol
242,5. Test method exposure scheme and endpoints,5. Exposure & endpoints,5.9 Acceptance criteria for the test method,42,Which rule do you apply to test whether a test run is within the normal performance frame? How do you document this decision? Indicate actions if the AC are not met.,o3-mini,yellow,"abstract, article, combined, meta_data, processed_data, protocol, readme, sop, toxtemp"
243,6. Handling details of the test method,6. Test method handling,6.1 Preparation/addition of test compounds,44,"Give an overview of the range of volumes, particular lab ware/instruments for dispensing, temperature/lighting considerations, particular media/buffers for dilution, decision rules for the solvent, tests of solubility as stocks and in culture medium, etc. How are compound stocks prepared (fold concentration, verification, storage, etc.)? How are dilutions prepared? What solvent is used? Is filtering used to obtain sterility? How does the final addition to the test system take place? Give details of addition of test compounds to test systems (e.g. in which compartment of compartmentalized cultures, in which volume, before after or during medium change, etc.).",gpt-5-nano,yellow,"article, combined, dmp, protocol, sop"
244,6. Handling details of the test method,6. Test method handling,6.1 Preparation/addition of test compounds,44,"Give an overview of the range of volumes, particular lab ware/instruments for dispensing, temperature/lighting considerations, particular media/buffers for dilution, decision rules for the solvent, tests of solubility as stocks and in culture medium, etc. How are compound stocks prepared (fold concentration, verification, storage, etc.)? How are dilutions prepared? What solvent is used? Is filtering used to obtain sterility? How does the final addition to the test system take place? Give details of addition of test compounds to test systems (e.g. in which compartment of compartmentalized cultures, in which volume, before after or during medium change, etc.).",gpt-5.4-mini,yellow,"article, combined, protocol"
245,6. Handling details of the test method,6. Test method handling,6.1 Preparation/addition of test compounds,44,"Give an overview of the range of volumes, particular lab ware/instruments for dispensing, temperature/lighting considerations, particular media/buffers for dilution, decision rules for the solvent, tests of solubility as stocks and in culture medium, etc. How are compound stocks prepared (fold concentration, verification, storage, etc.)? How are dilutions prepared? What solvent is used? Is filtering used to obtain sterility? How does the final addition to the test system take place? Give details of addition of test compounds to test systems (e.g. in which compartment of compartmentalized cultures, in which volume, before after or during medium change, etc.).",o3-mini,yellow,"article, combined, protocol, sop"
246,6. Handling details of the test method,6. Test method handling,6.4 Concentration settings,47,"How is the concentration range of test compounds defined (e.g. only single concentrations, always 1:10 serial dilutions or variable dilution factors, ten different concentrations, etc.)? Is there a rule for defining starting dilutions? For functional endpoints that may not provide full concentration-response, how is the test concentration defined? E.g. EC10 of viability data are usually tested for gene expression endpoints. Detailed information should also be included in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-4o-mini_temp0,yellow,combined
247,6. Handling details of the test method,6. Test method handling,6.4 Concentration settings,47,"How is the concentration range of test compounds defined (e.g. only single concentrations, always 1:10 serial dilutions or variable dilution factors, ten different concentrations, etc.)? Is there a rule for defining starting dilutions? For functional endpoints that may not provide full concentration-response, how is the test concentration defined? E.g. EC10 of viability data are usually tested for gene expression endpoints. Detailed information should also be included in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-5-mini,yellow,combined
248,6. Handling details of the test method,6. Test method handling,6.4 Concentration settings,47,"How is the concentration range of test compounds defined (e.g. only single concentrations, always 1:10 serial dilutions or variable dilution factors, ten different concentrations, etc.)? Is there a rule for defining starting dilutions? For functional endpoints that may not provide full concentration-response, how is the test concentration defined? E.g. EC10 of viability data are usually tested for gene expression endpoints. Detailed information should also be included in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-5-nano,yellow,"article, combined, meta_data, protocol"
249,6. Handling details of the test method,6. Test method handling,6.4 Concentration settings,47,"How is the concentration range of test compounds defined (e.g. only single concentrations, always 1:10 serial dilutions or variable dilution factors, ten different concentrations, etc.)? Is there a rule for defining starting dilutions? For functional endpoints that may not provide full concentration-response, how is the test concentration defined? E.g. EC10 of viability data are usually tested for gene expression endpoints. Detailed information should also be included in an SOP, preferably in DB-ALM format (see link in 6.6).",gpt-5.4-mini,yellow,"article, combined, protocol, sop"
250,6. Handling details of the test method,6. Test method handling,6.4 Concentration settings,47,"How is the concentration range of test compounds defined (e.g. only single concentrations, always 1:10 serial dilutions or variable dilution factors, ten different concentrations, etc.)? Is there a rule for defining starting dilutions? For functional endpoints that may not provide full concentration-response, how is the test concentration defined? E.g. EC10 of viability data are usually tested for gene expression endpoints. Detailed information should also be included in an SOP, preferably in DB-ALM format (see link in 6.6).",o3-mini,yellow,"article, combined, meta_data, processed_data, protocol, sop"
251,6. Handling details of the test method,6. Test method handling,6.5 Uncertainties and troubleshooting,48,"What types of compounds are problematic, e.g. interference with analytical endpoint, low solubility, precipitation of medium components, etc.? What experimental variables are hard to control (e.g. because they are fluorescent)? What are critical handling steps during the execution of the assay? Robustness issues, e.g. known variations of test performance due to operator training, season, use of certain consumable or unknown causes, etc. Describe known pitfalls (or potential operator mistakes).",gpt-4o-mini_temp0,orange,combined
252,6. Handling details of the test method,6. Test method handling,6.5 Uncertainties and troubleshooting,48,"What types of compounds are problematic, e.g. interference with analytical endpoint, low solubility, precipitation of medium components, etc.? What experimental variables are hard to control (e.g. because they are fluorescent)? What are critical handling steps during the execution of the assay? Robustness issues, e.g. known variations of test performance due to operator training, season, use of certain consumable or unknown causes, etc. Describe known pitfalls (or potential operator mistakes).",gpt-5-mini,orange,"article, combined, sop"
253,6. Handling details of the test method,6. Test method handling,6.5 Uncertainties and troubleshooting,48,"What types of compounds are problematic, e.g. interference with analytical endpoint, low solubility, precipitation of medium components, etc.? What experimental variables are hard to control (e.g. because they are fluorescent)? What are critical handling steps during the execution of the assay? Robustness issues, e.g. known variations of test performance due to operator training, season, use of certain consumable or unknown causes, etc. Describe known pitfalls (or potential operator mistakes).",gpt-5-nano,orange,"article, combined, protocol, sop, toxtemp"
254,6. Handling details of the test method,6. Test method handling,6.5 Uncertainties and troubleshooting,48,"What types of compounds are problematic, e.g. interference with analytical endpoint, low solubility, precipitation of medium components, etc.? What experimental variables are hard to control (e.g. because they are fluorescent)? What are critical handling steps during the execution of the assay? Robustness issues, e.g. known variations of test performance due to operator training, season, use of certain consumable or unknown causes, etc. Describe known pitfalls (or potential operator mistakes).",gpt-5.4-mini,orange,"article, combined, protocol"
255,6. Handling details of the test method,6. Test method handling,6.5 Uncertainties and troubleshooting,48,"What types of compounds are problematic, e.g. interference with analytical endpoint, low solubility, precipitation of medium components, etc.? What experimental variables are hard to control (e.g. because they are fluorescent)? What are critical handling steps during the execution of the assay? Robustness issues, e.g. known variations of test performance due to operator training, season, use of certain consumable or unknown causes, etc. Describe known pitfalls (or potential operator mistakes).",gpt-5.4-nano,orange,"article, combined"
256,6. Handling details of the test method,6. Test method handling,6.5 Uncertainties and troubleshooting,48,"What types of compounds are problematic, e.g. interference with analytical endpoint, low solubility, precipitation of medium components, etc.? What experimental variables are hard to control (e.g. because they are fluorescent)? What are critical handling steps during the execution of the assay? Robustness issues, e.g. known variations of test performance due to operator training, season, use of certain consumable or unknown causes, etc. Describe known pitfalls (or potential operator mistakes).",o3-mini,orange,"article, combined, protocol, sop"
257,6. Handling details of the test method,6. Test method handling,6.6 Detailed protocol (SOP),49,"Ideally the SOP follows the DB-ALM or a comparable format: https://ecvam-dbalm.jrc.ec.europa.eu/home/contribute Refer to additional file(s) (containing information covered in sections 3 and 4), containing all details and explanations. Has the SOP been deposited in an accessible data base? Has the SOP been reviewed externally and if yes, how?",gpt-4o-mini_temp0,orange,combined
258,6. Handling details of the test method,6. Test method handling,6.6 Detailed protocol (SOP),49,"Ideally the SOP follows the DB-ALM or a comparable format: https://ecvam-dbalm.jrc.ec.europa.eu/home/contribute Refer to additional file(s) (containing information covered in sections 3 and 4), containing all details and explanations. Has the SOP been deposited in an accessible data base? Has the SOP been reviewed externally and if yes, how?",gpt-5.4-mini,orange,combined
259,6. Handling details of the test method,6. Test method handling,6.6 Detailed protocol (SOP),49,"Ideally the SOP follows the DB-ALM or a comparable format: https://ecvam-dbalm.jrc.ec.europa.eu/home/contribute Refer to additional file(s) (containing information covered in sections 3 and 4), containing all details and explanations. Has the SOP been deposited in an accessible data base? Has the SOP been reviewed externally and if yes, how?",o3-mini,orange,"article, combined, protocol, readme, sop"
260,6. Handling details of the test method,6. Test method handling,6.7 Special instrumentation,50,Does the method require specialized instrumentation that is not found in standard laboratories? Is there a need for custom-made instrumentation or material? Is there a need for equipment that is not commercially available (anymore)?,gpt-4o-mini_temp0,orange,"article, combined, meta_data, protocol, sop"
261,6. Handling details of the test method,6. Test method handling,6.7 Special instrumentation,50,Does the method require specialized instrumentation that is not found in standard laboratories? Is there a need for custom-made instrumentation or material? Is there a need for equipment that is not commercially available (anymore)?,gpt-5-mini,orange,"article, combined, meta_data, protocol, sop"
262,6. Handling details of the test method,6. Test method handling,6.7 Special instrumentation,50,Does the method require specialized instrumentation that is not found in standard laboratories? Is there a need for custom-made instrumentation or material? Is there a need for equipment that is not commercially available (anymore)?,gpt-5-nano,orange,"abstract, article, combined, description, dmp, meta_data, processed_data, protocol, sop, toxtemp"
263,6. Handling details of the test method,6. Test method handling,6.7 Special instrumentation,50,Does the method require specialized instrumentation that is not found in standard laboratories? Is there a need for custom-made instrumentation or material? Is there a need for equipment that is not commercially available (anymore)?,gpt-5.4-mini,orange,"abstract, article, combined, description, dmp, meta_data, protocol, readme, sop, toxtemp"
264,6. Handling details of the test method,6. Test method handling,6.7 Special instrumentation,50,Does the method require specialized instrumentation that is not found in standard laboratories? Is there a need for custom-made instrumentation or material? Is there a need for equipment that is not commercially available (anymore)?,gpt-5.4-nano,orange,"article, combined, protocol, sop"
265,6. Handling details of the test method,6. Test method handling,6.7 Special instrumentation,50,Does the method require specialized instrumentation that is not found in standard laboratories? Is there a need for custom-made instrumentation or material? Is there a need for equipment that is not commercially available (anymore)?,o3-mini,orange,"abstract, article, combined, description, dmp, meta_data, processed_data, protocol, readme, sop"
266,6. Handling details of the test method,6. Test method handling,6.8 Possible variations,51,"Describe possible variations, modifications and extensions of the test method: a) other endpoints, b) other analytical methods for same endpoint, c) other exposure schemes (e.g. repeated exposure, prolonged exposure, etc.), d) experimental variations (e.g. use of a specific medium, presence of an inhibitor or substrate that affects test outcome, etc.)",gpt-4o-mini_temp0,red,"article, combined, toxtemp"
267,6. Handling details of the test method,6. Test method handling,6.8 Possible variations,51,"Describe possible variations, modifications and extensions of the test method: a) other endpoints, b) other analytical methods for same endpoint, c) other exposure schemes (e.g. repeated exposure, prolonged exposure, etc.), d) experimental variations (e.g. use of a specific medium, presence of an inhibitor or substrate that affects test outcome, etc.)",gpt-5-mini,red,"article, combined, toxtemp"
